,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
31,1,Brasil,1572,Mil pessoas,1499,1,Brasil,31722,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
32,1,Brasil,1694,Nenhuma,Z,1,Brasil,31722,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
33,1,Brasil,1572,Mil pessoas,13674,1,Brasil,31723,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
34,1,Brasil,2,%,0.8,1,Brasil,31723,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
35,1,Brasil,2,%,2.9,1,Brasil,31723,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
36,1,Brasil,1572,Mil pessoas,383,1,Brasil,31723,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
37,1,Brasil,1694,Nenhuma,Z,1,Brasil,31723,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
38,1,Brasil,2,%,5.7,1,Brasil,31723,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
39,1,Brasil,1572,Mil pessoas,741,1,Brasil,31723,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
40,1,Brasil,1694,Nenhuma,Z,1,Brasil,31723,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
41,1,Brasil,1572,Mil pessoas,5820,1,Brasil,31724,Trabalhador doméstico,202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
42,1,Brasil,2,%,1.3,1,Brasil,31724,Trabalhador doméstico,202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
43,1,Brasil,2,%,-1.6,1,Brasil,31724,Trabalhador doméstico,202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
44,1,Brasil,1572,Mil pessoas,-96,1,Brasil,31724,Trabalhador doméstico,202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
45,1,Brasil,1694,Nenhuma,A,1,Brasil,31724,Trabalhador doméstico,202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
46,1,Brasil,2,%,1.6,1,Brasil,31724,Trabalhador doméstico,202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
47,1,Brasil,1572,Mil pessoas,89,1,Brasil,31724,Trabalhador doméstico,202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
48,1,Brasil,1694,Nenhuma,A,1,Brasil,31724,Trabalhador doméstico,202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
49,1,Brasil,1572,Mil pessoas,1466,1,Brasil,31725,Trabalhador doméstico - com carteira de trabalho assinada,202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
50,1,Brasil,2,%,2.7,1,Brasil,31725,Trabalhador doméstico - com carteira de trabalho assinada,202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
51,1,Brasil,2,%,0.3,1,Brasil,31725,Trabalhador doméstico - com carteira de trabalho assinada,202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
52,1,Brasil,1572,Mil pessoas,5,1,Brasil,31725,Trabalhador doméstico - com carteira de trabalho assinada,202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
53,1,Brasil,1694,Nenhuma,A,1,Brasil,31725,Trabalhador doméstico - com carteira de trabalho assinada,202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
54,1,Brasil,2,%,-1.6,1,Brasil,31725,Trabalhador doméstico - com carteira de trabalho assinada,202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
55,1,Brasil,1572,Mil pessoas,-24,1,Brasil,31725,Trabalhador doméstico - com carteira de trabalho assinada,202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
56,1,Brasil,1694,Nenhuma,A,1,Brasil,31725,Trabalhador doméstico - com carteira de trabalho assinada,202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
57,1,Brasil,1572,Mil pessoas,4353,1,Brasil,31726,Trabalhador doméstico - sem carteira de trabalho assinada,202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
58,1,Brasil,2,%,1.5,1,Brasil,31726,Trabalhador doméstico - sem carteira de trabalho assinada,202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
59,1,Brasil,2,%,-2.3,1,Brasil,31726,Trabalhador doméstico - sem carteira de trabalho assinada,202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
60,1,Brasil,1572,Mil pessoas,-100,1,Brasil,31726,Trabalhador doméstico - sem carteira de trabalho assinada,202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
61,1,Brasil,1694,Nenhuma,A,1,Brasil,31726,Trabalhador doméstico - sem carteira de trabalho assinada,202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
62,1,Brasil,2,%,2.7,1,Brasil,31726,Trabalhador doméstico - sem carteira de trabalho assinada,202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
63,1,Brasil,1572,Mil pessoas,113,1,Brasil,31726,Trabalhador doméstico - sem carteira de trabalho assinada,202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
64,1,Brasil,1694,Nenhuma,A,1,Brasil,31726,Trabalhador doméstico - sem carteira de trabalho assinada,202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
65,1,Brasil,1572,Mil pessoas,12534,1,Brasil,31727,Empregado no setor público,202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
66,1,Brasil,2,%,1.0,1,Brasil,31727,Empregado no setor público,202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
67,1,Brasil,2,%,4.3,1,Brasil,31727,Empregado no setor público,202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
68,1,Brasil,1572,Mil pessoas,517,1,Brasil,31727,Empregado no setor público,202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
69,1,Brasil,1694,Nenhuma,Z,1,Brasil,31727,Empregado no setor público,202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
70,1,Brasil,2,%,3.9,1,Brasil,31727,Empregado no setor público,202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
71,1,Brasil,1572,Mil pessoas,469,1,Brasil,31727,Empregado no setor público,202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
72,1,Brasil,1694,Nenhuma,Z,1,Brasil,31727,Empregado no setor público,202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
73,1,Brasil,1572,Mil pessoas,1502,1,Brasil,31728,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
74,1,Brasil,2,%,3.0,1,Brasil,31728,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
75,1,Brasil,2,%,4.2,1,Brasil,31728,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
76,1,Brasil,1572,Mil pessoas,61,1,Brasil,31728,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
77,1,Brasil,1694,Nenhuma,A,1,Brasil,31728,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
78,1,Brasil,2,%,10.8,1,Brasil,31728,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
79,1,Brasil,1572,Mil pessoas,147,1,Brasil,31728,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
80,1,Brasil,1694,Nenhuma,Z,1,Brasil,31728,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
81,1,Brasil,1572,Mil pessoas,3203,1,Brasil,31729,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
82,1,Brasil,2,%,1.7,1,Brasil,31729,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
83,1,Brasil,2,%,11.9,1,Brasil,31729,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
84,1,Brasil,1572,Mil pessoas,342,1,Brasil,31729,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
85,1,Brasil,1694,Nenhuma,Z,1,Brasil,31729,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
86,1,Brasil,2,%,5.1,1,Brasil,31729,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
87,1,Brasil,1572,Mil pessoas,154,1,Brasil,31729,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
88,1,Brasil,1694,Nenhuma,Z,1,Brasil,31729,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
89,1,Brasil,1572,Mil pessoas,7828,1,Brasil,31730,Empregado no setor público - militar e funcionário público estatutário,202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
90,1,Brasil,2,%,1.3,1,Brasil,31730,Empregado no setor público - militar e funcionário público estatutário,202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
91,1,Brasil,2,%,1.5,1,Brasil,31730,Empregado no setor público - militar e funcionário público estatutário,202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
92,1,Brasil,1572,Mil pessoas,114,1,Brasil,31730,Empregado no setor público - militar e funcionário público estatutário,202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
93,1,Brasil,1694,Nenhuma,A,1,Brasil,31730,Empregado no setor público - militar e funcionário público estatutário,202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
94,1,Brasil,2,%,2.2,1,Brasil,31730,Empregado no setor público - militar e funcionário público estatutário,202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
95,1,Brasil,1572,Mil pessoas,168,1,Brasil,31730,Empregado no setor público - militar e funcionário público estatutário,202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
96,1,Brasil,1694,Nenhuma,A,1,Brasil,31730,Empregado no setor público - militar e funcionário público estatutário,202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
97,1,Brasil,1572,Mil pessoas,4202,1,Brasil,96170,Empregador,202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
98,1,Brasil,2,%,2.0,1,Brasil,96170,Empregador,202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
99,1,Brasil,2,%,-0.2,1,Brasil,96170,Empregador,202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
100,1,Brasil,1572,Mil pessoas,-9,1,Brasil,96170,Empregador,202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
101,1,Brasil,1694,Nenhuma,A,1,Brasil,96170,Empregador,202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
102,1,Brasil,2,%,1.8,1,Brasil,96170,Empregador,202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
103,1,Brasil,1572,Mil pessoas,73,1,Brasil,96170,Empregador,202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
104,1,Brasil,1694,Nenhuma,A,1,Brasil,96170,Empregador,202405,mar-abr-mai 2024,8439,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
105,1,Brasil,1572,Mil pessoas,3373,1,Brasil,45934,Empregador com CNPJ,202405,mar-abr-mai 2024,4090,Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
106,1,Brasil,2,%,2.3,1,Brasil,45934,Empregador com CNPJ,202405,mar-abr-mai 2024,4091,Coeficiente de variação - Pessoas de 14 anos ou mais de idade ocupadas na semana de referência
107,1,Brasil,2,%,-1.5,1,Brasil,45934,Empregador com CNPJ,202405,mar-abr-mai 2024,8430,"Variação percentual em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
108,1,Brasil,1572,Mil pessoas,-52,1,Brasil,45934,Empregador com CNPJ,202405,mar-abr-mai 2024,8431,"Variação absoluta em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
109,1,Brasil,1694,Nenhuma,A,1,Brasil,45934,Empregador com CNPJ,202405,mar-abr-mai 2024,8434,"Situação da Variação em relação a três trimestres móveis anteriores - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
110,1,Brasil,2,%,0.1,1,Brasil,45934,Empregador com CNPJ,202405,mar-abr-mai 2024,8435,"Variação percentual em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
111,1,Brasil,1572,Mil pessoas,4,1,Brasil,45934,Empregador com CNPJ,202405,mar-abr-mai 2024,8436,"Variação absoluta em relação ao mesmo trimestre móvel do ano anterior - Pessoas de 14 anos ou mais de idade, ocupadas na semana de referência"
