,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
89,1,Brasil,1722,Ponto percentual,0.0,1,Brasil,201305,mar-abr-mai 2013,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
90,1,Brasil,1694,Nenhuma,A,1,Brasil,201305,mar-abr-mai 2013,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
91,1,Brasil,2,%,7.5,1,Brasil,201306,abr-mai-jun 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
92,1,Brasil,2,%,0.9,1,Brasil,201306,abr-mai-jun 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
93,1,Brasil,1722,Ponto percentual,-0.5,1,Brasil,201306,abr-mai-jun 2013,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
94,1,Brasil,1694,Nenhuma,Z,1,Brasil,201306,abr-mai-jun 2013,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
95,1,Brasil,1722,Ponto percentual,-0.1,1,Brasil,201306,abr-mai-jun 2013,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
96,1,Brasil,1694,Nenhuma,A,1,Brasil,201306,abr-mai-jun 2013,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
97,1,Brasil,2,%,7.4,1,Brasil,201307,mai-jun-jul 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
98,1,Brasil,2,%,1.1,1,Brasil,201307,mai-jun-jul 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
99,1,Brasil,1722,Ponto percentual,-0.5,1,Brasil,201307,mai-jun-jul 2013,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
100,1,Brasil,1694,Nenhuma,Z,1,Brasil,201307,mai-jun-jul 2013,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
101,1,Brasil,1722,Ponto percentual,-0.1,1,Brasil,201307,mai-jun-jul 2013,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
102,1,Brasil,1694,Nenhuma,A,1,Brasil,201307,mai-jun-jul 2013,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
103,1,Brasil,2,%,7.2,1,Brasil,201308,jun-jul-ago 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
104,1,Brasil,2,%,1.1,1,Brasil,201308,jun-jul-ago 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
105,1,Brasil,1722,Ponto percentual,-0.5,1,Brasil,201308,jun-jul-ago 2013,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
106,1,Brasil,1694,Nenhuma,Z,1,Brasil,201308,jun-jul-ago 2013,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
107,1,Brasil,1722,Ponto percentual,-0.2,1,Brasil,201308,jun-jul-ago 2013,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
108,1,Brasil,1694,Nenhuma,A,1,Brasil,201308,jun-jul-ago 2013,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
109,1,Brasil,2,%,7.0,1,Brasil,201309,jul-ago-set 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
110,1,Brasil,2,%,1.1,1,Brasil,201309,jul-ago-set 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
111,1,Brasil,1722,Ponto percentual,-0.5,1,Brasil,201309,jul-ago-set 2013,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
112,1,Brasil,1694,Nenhuma,Z,1,Brasil,201309,jul-ago-set 2013,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
113,1,Brasil,1722,Ponto percentual,-0.1,1,Brasil,201309,jul-ago-set 2013,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
114,1,Brasil,1694,Nenhuma,A,1,Brasil,201309,jul-ago-set 2013,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
115,1,Brasil,2,%,6.8,1,Brasil,201310,ago-set-out 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
116,1,Brasil,2,%,1.1,1,Brasil,201310,ago-set-out 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
117,1,Brasil,1722,Ponto percentual,-0.6,1,Brasil,201310,ago-set-out 2013,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
118,1,Brasil,1694,Nenhuma,Z,1,Brasil,201310,ago-set-out 2013,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
119,1,Brasil,1722,Ponto percentual,-0.2,1,Brasil,201310,ago-set-out 2013,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
120,1,Brasil,1694,Nenhuma,A,1,Brasil,201310,ago-set-out 2013,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
121,1,Brasil,2,%,6.6,1,Brasil,201311,set-out-nov 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
122,1,Brasil,2,%,1.2,1,Brasil,201311,set-out-nov 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
123,1,Brasil,1722,Ponto percentual,-0.6,1,Brasil,201311,set-out-nov 2013,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
124,1,Brasil,1694,Nenhuma,Z,1,Brasil,201311,set-out-nov 2013,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
125,1,Brasil,1722,Ponto percentual,-0.3,1,Brasil,201311,set-out-nov 2013,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
126,1,Brasil,1694,Nenhuma,Z,1,Brasil,201311,set-out-nov 2013,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
127,1,Brasil,2,%,6.3,1,Brasil,201312,out-nov-dez 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
128,1,Brasil,2,%,1.3,1,Brasil,201312,out-nov-dez 2013,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
129,1,Brasil,1722,Ponto percentual,-0.8,1,Brasil,201312,out-nov-dez 2013,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
130,1,Brasil,1694,Nenhuma,Z,1,Brasil,201312,out-nov-dez 2013,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
131,1,Brasil,1722,Ponto percentual,-0.7,1,Brasil,201312,out-nov-dez 2013,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
132,1,Brasil,1694,Nenhuma,Z,1,Brasil,201312,out-nov-dez 2013,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
133,1,Brasil,2,%,6.5,1,Brasil,201401,nov-dez-jan 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
134,1,Brasil,2,%,1.2,1,Brasil,201401,nov-dez-jan 2014,4103,"Coeficiente de variação - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
135,1,Brasil,1722,Ponto percentual,-0.3,1,Brasil,201401,nov-dez-jan 2014,8811,"Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
136,1,Brasil,1694,Nenhuma,Z,1,Brasil,201401,nov-dez-jan 2014,8814,"Situação da Variação em relação a três trimestres móveis anteriores - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
137,1,Brasil,1722,Ponto percentual,-0.8,1,Brasil,201401,nov-dez-jan 2014,8816,"Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
138,1,Brasil,1694,Nenhuma,Z,1,Brasil,201401,nov-dez-jan 2014,8819,"Situação da Variação em relação ao mesmo trimestre móvel do ano anterior - Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
