,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N
16,2,Grande Região,2,%,8.8,1,Norte,201504,4º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
17,2,Grande Região,2,%,10.7,1,Norte,201601,1º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
18,2,Grande Região,2,%,11.4,1,Norte,201602,2º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
19,2,Grande Região,2,%,11.6,1,Norte,201603,3º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
20,2,Grande Região,2,%,12.9,1,Norte,201604,4º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
21,2,Grande Região,2,%,14.4,1,Norte,201701,1º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
22,2,Grande Região,2,%,12.6,1,Norte,201702,2º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
23,2,Grande Região,2,%,12.4,1,Norte,201703,3º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
24,2,Grande Região,2,%,11.4,1,Norte,201704,4º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
25,2,Grande Região,2,%,12.9,1,Norte,201801,1º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
26,2,Grande Região,2,%,12.2,1,Norte,201802,2º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
27,2,Grande Região,2,%,11.7,1,Norte,201803,3º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
28,2,Grande Região,2,%,11.8,1,Norte,201804,4º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
29,2,Grande Região,2,%,13.2,1,Norte,201901,1º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
30,2,Grande Região,2,%,12.0,1,Norte,201902,2º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
31,2,Grande Região,2,%,11.9,1,Norte,201903,3º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
32,2,Grande Região,2,%,10.7,1,Norte,201904,4º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
33,2,Grande Região,2,%,12.1,1,Norte,202001,1º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
34,2,Grande Região,2,%,12.0,1,Norte,202002,2º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
35,2,Grande Região,2,%,13.3,1,Norte,202003,3º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
36,2,Grande Região,2,%,12.6,1,Norte,202004,4º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
37,2,Grande Região,2,%,15.0,1,Norte,202101,1º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
38,2,Grande Região,2,%,14.1,1,Norte,202102,2º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
39,2,Grande Região,2,%,12.0,1,Norte,202103,3º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
40,2,Grande Região,2,%,11.2,1,Norte,202104,4º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
41,2,Grande Região,2,%,11.7,1,Norte,202201,1º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
42,2,Grande Região,2,%,8.9,1,Norte,202202,2º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
43,2,Grande Região,2,%,8.2,1,Norte,202203,3º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
44,2,Grande Região,2,%,8.1,1,Norte,202204,4º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
45,2,Grande Região,2,%,9.1,1,Norte,202301,1º trimestre 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
46,2,Grande Região,2,%,8.1,1,Norte,202302,2º trimestre 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
47,2,Grande Região,2,%,9.8,2,Nordeste,201201,1º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
48,2,Grande Região,2,%,9.7,2,Nordeste,201202,2º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
49,2,Grande Região,2,%,9.4,2,Nordeste,201203,3º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
50,2,Grande Região,2,%,9.4,2,Nordeste,201204,4º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
51,2,Grande Região,2,%,11.1,2,Nordeste,201301,1º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
52,2,Grande Região,2,%,10.1,2,Nordeste,201302,2º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
53,2,Grande Região,2,%,9.1,2,Nordeste,201303,3º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
54,2,Grande Região,2,%,8.0,2,Nordeste,201304,4º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
55,2,Grande Região,2,%,9.4,2,Nordeste,201401,1º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
56,2,Grande Região,2,%,8.9,2,Nordeste,201402,2º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
57,2,Grande Região,2,%,8.7,2,Nordeste,201403,3º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
58,2,Grande Região,2,%,8.3,2,Nordeste,201404,4º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
59,2,Grande Região,2,%,9.7,2,Nordeste,201501,1º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
60,2,Grande Região,2,%,10.4,2,Nordeste,201502,2º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
61,2,Grande Região,2,%,10.9,2,Nordeste,201503,3º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
62,2,Grande Região,2,%,10.6,2,Nordeste,201504,4º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
63,2,Grande Região,2,%,13.0,2,Nordeste,201601,1º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
64,2,Grande Região,2,%,13.4,2,Nordeste,201602,2º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
65,2,Grande Região,2,%,14.3,2,Nordeste,201603,3º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
66,2,Grande Região,2,%,14.5,2,Nordeste,201604,4º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
67,2,Grande Região,2,%,16.4,2,Nordeste,201701,1º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
68,2,Grande Região,2,%,16.0,2,Nordeste,201702,2º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
69,2,Grande Região,2,%,15.0,2,Nordeste,201703,3º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
70,2,Grande Região,2,%,14.0,2,Nordeste,201704,4º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
71,2,Grande Região,2,%,16.0,2,Nordeste,201801,1º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
72,2,Grande Região,2,%,15.0,2,Nordeste,201802,2º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
73,2,Grande Região,2,%,14.6,2,Nordeste,201803,3º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
74,2,Grande Região,2,%,14.5,2,Nordeste,201804,4º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
75,2,Grande Região,2,%,15.4,2,Nordeste,201901,1º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
76,2,Grande Região,2,%,14.8,2,Nordeste,201902,2º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
77,2,Grande Região,2,%,14.6,2,Nordeste,201903,3º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
78,2,Grande Região,2,%,13.8,2,Nordeste,201904,4º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
79,2,Grande Região,2,%,15.8,2,Nordeste,202001,1º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
80,2,Grande Região,2,%,16.5,2,Nordeste,202002,2º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
81,2,Grande Região,2,%,18.3,2,Nordeste,202003,3º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
82,2,Grande Região,2,%,17.6,2,Nordeste,202004,4º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
83,2,Grande Região,2,%,18.9,2,Nordeste,202101,1º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
84,2,Grande Região,2,%,18.4,2,Nordeste,202102,2º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
85,2,Grande Região,2,%,16.4,2,Nordeste,202103,3º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
86,2,Grande Região,2,%,14.7,2,Nordeste,202104,4º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
87,2,Grande Região,2,%,14.9,2,Nordeste,202201,1º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
88,2,Grande Região,2,%,12.7,2,Nordeste,202202,2º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
89,2,Grande Região,2,%,12.0,2,Nordeste,202203,3º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
90,2,Grande Região,2,%,10.9,2,Nordeste,202204,4º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
91,2,Grande Região,2,%,12.2,2,Nordeste,202301,1º trimestre 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
92,2,Grande Região,2,%,11.3,2,Nordeste,202302,2º trimestre 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
93,2,Grande Região,2,%,8.0,3,Sudeste,201201,1º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
94,2,Grande Região,2,%,7.5,3,Sudeste,201202,2º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
95,2,Grande Região,2,%,6.9,3,Sudeste,201203,3º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
96,2,Grande Região,2,%,6.7,3,Sudeste,201204,4º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
97,2,Grande Região,2,%,7.7,3,Sudeste,201301,1º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
98,2,Grande Região,2,%,7.3,3,Sudeste,201302,2º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
99,2,Grande Região,2,%,7.1,3,Sudeste,201303,3º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
100,2,Grande Região,2,%,6.3,3,Sudeste,201304,4º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
101,2,Grande Região,2,%,7.1,3,Sudeste,201401,1º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
102,2,Grande Região,2,%,7.0,3,Sudeste,201402,2º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
103,2,Grande Região,2,%,7.0,3,Sudeste,201403,3º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
104,2,Grande Região,2,%,6.7,3,Sudeste,201404,4º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
105,2,Grande Região,2,%,8.1,3,Sudeste,201501,1º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
106,2,Grande Região,2,%,8.4,3,Sudeste,201502,2º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
107,2,Grande Região,2,%,9.2,3,Sudeste,201503,3º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
108,2,Grande Região,2,%,9.7,3,Sudeste,201504,4º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
109,2,Grande Região,2,%,11.6,3,Sudeste,201601,1º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
110,2,Grande Região,2,%,11.8,3,Sudeste,201602,2º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
111,2,Grande Região,2,%,12.4,3,Sudeste,201603,3º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
112,2,Grande Região,2,%,12.5,3,Sudeste,201604,4º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
113,2,Grande Região,2,%,14.3,3,Sudeste,201701,1º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
114,2,Grande Região,2,%,13.7,3,Sudeste,201702,2º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
115,2,Grande Região,2,%,13.3,3,Sudeste,201703,3º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
116,2,Grande Região,2,%,12.7,3,Sudeste,201704,4º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
117,2,Grande Região,2,%,13.9,3,Sudeste,201801,1º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
118,2,Grande Região,2,%,13.3,3,Sudeste,201802,2º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
119,2,Grande Região,2,%,12.6,3,Sudeste,201803,3º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
120,2,Grande Região,2,%,12.3,3,Sudeste,201804,4º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
121,2,Grande Região,2,%,13.3,3,Sudeste,201901,1º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
122,2,Grande Região,2,%,12.5,3,Sudeste,201902,2º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
123,2,Grande Região,2,%,12.0,3,Sudeste,201903,3º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
124,2,Grande Região,2,%,11.5,3,Sudeste,201904,4º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
125,2,Grande Região,2,%,12.5,3,Sudeste,202001,1º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
126,2,Grande Região,2,%,14.2,3,Sudeste,202002,2º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
127,2,Grande Região,2,%,15.7,3,Sudeste,202003,3º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
128,2,Grande Região,2,%,15.1,3,Sudeste,202004,4º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
129,2,Grande Região,2,%,15.3,3,Sudeste,202101,1º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
130,2,Grande Região,2,%,14.6,3,Sudeste,202102,2º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
131,2,Grande Região,2,%,13.1,3,Sudeste,202103,3º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
132,2,Grande Região,2,%,11.2,3,Sudeste,202104,4º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
133,2,Grande Região,2,%,11.1,3,Sudeste,202201,1º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
134,2,Grande Região,2,%,9.3,3,Sudeste,202202,2º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
135,2,Grande Região,2,%,8.7,3,Sudeste,202203,3º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
136,2,Grande Região,2,%,7.9,3,Sudeste,202204,4º trimestre 2022,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
137,2,Grande Região,2,%,8.6,3,Sudeste,202301,1º trimestre 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
138,2,Grande Região,2,%,7.9,3,Sudeste,202302,2º trimestre 2023,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
139,2,Grande Região,2,%,5.2,4,Sul,201201,1º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
140,2,Grande Região,2,%,4.9,4,Sul,201202,2º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
141,2,Grande Região,2,%,4.3,4,Sul,201203,3º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
142,2,Grande Região,2,%,4.0,4,Sul,201204,4º trimestre 2012,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
143,2,Grande Região,2,%,4.8,4,Sul,201301,1º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
144,2,Grande Região,2,%,4.3,4,Sul,201302,2º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
145,2,Grande Região,2,%,4.2,4,Sul,201303,3º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
146,2,Grande Região,2,%,3.9,4,Sul,201304,4º trimestre 2013,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
147,2,Grande Região,2,%,4.4,4,Sul,201401,1º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
148,2,Grande Região,2,%,4.2,4,Sul,201402,2º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
149,2,Grande Região,2,%,4.3,4,Sul,201403,3º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
150,2,Grande Região,2,%,3.8,4,Sul,201404,4º trimestre 2014,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
151,2,Grande Região,2,%,5.2,4,Sul,201501,1º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
152,2,Grande Região,2,%,5.6,4,Sul,201502,2º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
153,2,Grande Região,2,%,6.1,4,Sul,201503,3º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
154,2,Grande Região,2,%,5.8,4,Sul,201504,4º trimestre 2015,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
155,2,Grande Região,2,%,7.5,4,Sul,201601,1º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
156,2,Grande Região,2,%,8.2,4,Sul,201602,2º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
157,2,Grande Região,2,%,8.0,4,Sul,201603,3º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
158,2,Grande Região,2,%,7.8,4,Sul,201604,4º trimestre 2016,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
159,2,Grande Região,2,%,9.4,4,Sul,201701,1º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
160,2,Grande Região,2,%,8.5,4,Sul,201702,2º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
161,2,Grande Região,2,%,8.0,4,Sul,201703,3º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
162,2,Grande Região,2,%,7.7,4,Sul,201704,4º trimestre 2017,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
163,2,Grande Região,2,%,8.5,4,Sul,201801,1º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
164,2,Grande Região,2,%,8.2,4,Sul,201802,2º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
165,2,Grande Região,2,%,7.9,4,Sul,201803,3º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
166,2,Grande Região,2,%,7.4,4,Sul,201804,4º trimestre 2018,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
167,2,Grande Região,2,%,8.2,4,Sul,201901,1º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
168,2,Grande Região,2,%,8.1,4,Sul,201902,2º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
169,2,Grande Região,2,%,8.2,4,Sul,201903,3º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
170,2,Grande Região,2,%,6.8,4,Sul,201904,4º trimestre 2019,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
171,2,Grande Região,2,%,7.7,4,Sul,202001,1º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
172,2,Grande Região,2,%,9.1,4,Sul,202002,2º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
173,2,Grande Região,2,%,9.6,4,Sul,202003,3º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
174,2,Grande Região,2,%,8.4,4,Sul,202004,4º trimestre 2020,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
175,2,Grande Região,2,%,8.7,4,Sul,202101,1º trimestre 2021,4099,"Taxa de desocupação, na semana de referência, das pessoas de 14 anos ou mais de idade"
