,data,variavel,grupo,valor
60375,2020-01-01,IPCA peso mensal,1106.Frutas,1.87
60376,2020-01-01,IPCA peso mensal,1106001.Banana-da-terra,2.19
60377,2020-01-01,IPCA peso mensal,1106003.Abacaxi,-1.19
60378,2020-01-01,IPCA peso mensal,1106004.Abacate,5.4
60379,2020-01-01,IPCA peso mensal,1106005.Banana - d'água,-1.9
60380,2020-01-01,IPCA peso mensal,1106006.Banana - maçã,10.47
60381,2020-01-01,IPCA peso mensal,1106008.Banana - prata,7.87
60382,2020-01-01,IPCA peso mensal,1106011.Laranja - baía,-8.07
60383,2020-01-01,IPCA peso mensal,1106012.Laranja - lima,6.15
60384,2020-01-01,IPCA peso mensal,1106015.Limão,-30.35
60385,2020-01-01,IPCA peso mensal,1106017.Maçã,2.95
60386,2020-01-01,IPCA peso mensal,1106018.Mamão,-2.2
60387,2020-01-01,IPCA peso mensal,1106019.Manga,3.14
60388,2020-01-01,IPCA peso mensal,1106020.Maracujá,24.56
60389,2020-01-01,IPCA peso mensal,1106021.Melancia,-3.24
60390,2020-01-01,IPCA peso mensal,1106022.Melão,-2.89
60391,2020-01-01,IPCA peso mensal,1106023.Pera,5.38
60392,2020-01-01,IPCA peso mensal,1106027.Tangerina,1.37
60393,2020-01-01,IPCA peso mensal,1106028.Uva,2.88
60394,2020-01-01,IPCA peso mensal,1106039.Laranja - pera,6.26
60395,2020-01-01,IPCA peso mensal,1106051.Morango,-1.57
60396,2020-01-01,IPCA peso mensal,1106084.Goiaba,4.05
60397,2020-01-01,IPCA peso mensal,1107.Carnes,-4.03
60398,2020-01-01,IPCA peso mensal,1107009.Fígado,1.76
60399,2020-01-01,IPCA peso mensal,1107018.Carne de porco,1.66
60400,2020-01-01,IPCA peso mensal,1107031.Carne de carneiro,-2.73
60401,2020-01-01,IPCA peso mensal,1107081.Cupim,1.43
60402,2020-01-01,IPCA peso mensal,1107084.Contrafilé,-5.09
60403,2020-01-01,IPCA peso mensal,1107085.Filé-mignon,-9.42
60404,2020-01-01,IPCA peso mensal,1107087.Chã de dentro,-6.83
60405,2020-01-01,IPCA peso mensal,1107088.Alcatra,-5.89
60406,2020-01-01,IPCA peso mensal,1107089.Patinho,-8.32
60407,2020-01-01,IPCA peso mensal,1107090.Lagarto redondo,-3.94
60408,2020-01-01,IPCA peso mensal,1107091.Lagarto comum,-4.34
60409,2020-01-01,IPCA peso mensal,1107093.Músculo,-1.89
60410,2020-01-01,IPCA peso mensal,1107094.Pá,-4.71
60411,2020-01-01,IPCA peso mensal,1107095.Acém,-6.52
60412,2020-01-01,IPCA peso mensal,1107096.Peito,0.08
60413,2020-01-01,IPCA peso mensal,1107097.Capa de filé,1.45
60414,2020-01-01,IPCA peso mensal,1107099.Costela,-1.31
60415,2020-01-01,IPCA peso mensal,1107208.Picanha,-1.51
60416,2020-01-01,IPCA peso mensal,1108.Pescados,3.39
60417,2020-01-01,IPCA peso mensal,1108002.Peixe - anchova,2.51
60418,2020-01-01,IPCA peso mensal,1108004.Peixe - corvina,9.24
60419,2020-01-01,IPCA peso mensal,1108011.Peixe - tainha,2.5
60420,2020-01-01,IPCA peso mensal,1108012.Peixe - sardinha,0.59
60421,2020-01-01,IPCA peso mensal,1108013.Camarão,2.2
60422,2020-01-01,IPCA peso mensal,1108019.Peixe - cavala,3.17
60423,2020-01-01,IPCA peso mensal,1108029.Peixe - cação,4.61
60424,2020-01-01,IPCA peso mensal,1108031.Peixe - merluza,1.27
60425,2020-01-01,IPCA peso mensal,1108032.Peixe - serra,-3.03
60426,2020-01-01,IPCA peso mensal,1108038.Peixe - pescada,6.3
60427,2020-01-01,IPCA peso mensal,1108045.Caranguejo,5.06
60428,2020-01-01,IPCA peso mensal,1108049.Peixe - castanha,2.47
60429,2020-01-01,IPCA peso mensal,1108052.Peixe - palombeta,-0.23
60430,2020-01-01,IPCA peso mensal,1108072.Peixe - curimatã,1.25
60431,2020-01-01,IPCA peso mensal,1108075.Peixe - salmão,-1.87
60432,2020-01-01,IPCA peso mensal,1108080.Peixe - tilápia,1.72
60433,2020-01-01,IPCA peso mensal,1108087.Peixe - tambaqui,-0.68
60434,2020-01-01,IPCA peso mensal,1108088.Peixe - dourada,11.74
60435,2020-01-01,IPCA peso mensal,1108092.Peixe - filhote,24.76
60436,2020-01-01,IPCA peso mensal,1108096.Peixe - peroá,9.4
60437,2020-01-01,IPCA peso mensal,1108112.Peixe - pintado,0.04
60438,2020-01-01,IPCA peso mensal,1108125.Peixe - aruanã,-0.45
60439,2020-01-01,IPCA peso mensal,1109.Carnes e peixes industrializados,1.64
60440,2020-01-01,IPCA peso mensal,1109002.Presunto,2.03
60441,2020-01-01,IPCA peso mensal,1109007.Salsicha,-0.17
60442,2020-01-01,IPCA peso mensal,1109008.Linguiça,1.41
60443,2020-01-01,IPCA peso mensal,1109010.Mortadela,0.81
60444,2020-01-01,IPCA peso mensal,1109012.Salame,2.71
60445,2020-01-01,IPCA peso mensal,1109023.Bacalhau,1.28
60446,2020-01-01,IPCA peso mensal,1109056.Carne-seca e de sol,3.13
60447,2020-01-01,IPCA peso mensal,1109058.Carne de porco salgada e defumada,0.13
60448,2020-01-01,IPCA peso mensal,1110.Aves e ovos,2.06
60449,2020-01-01,IPCA peso mensal,1110009.Frango inteiro,2.02
60450,2020-01-01,IPCA peso mensal,1110010.Frango em pedaços,2.56
60451,2020-01-01,IPCA peso mensal,1110044.Ovo de galinha,0.87
60452,2020-01-01,IPCA peso mensal,1111.Leites e derivados,-0.27
60453,2020-01-01,IPCA peso mensal,1111004.Leite longa vida,-0.38
60454,2020-01-01,IPCA peso mensal,1111008.Leite condensado,0.44
60455,2020-01-01,IPCA peso mensal,1111009.Leite em pó,0.51
60456,2020-01-01,IPCA peso mensal,1111011.Queijo,-0.61
60457,2020-01-01,IPCA peso mensal,1111019.Iogurte e bebidas lácteas,0.07
60458,2020-01-01,IPCA peso mensal,1111021.Requeijão,1.47
60459,2020-01-01,IPCA peso mensal,1111031.Manteiga,-0.95
60460,2020-01-01,IPCA peso mensal,1111038.Leite fermentado,-1.74
60461,2020-01-01,IPCA peso mensal,1112.Panificados,0.77
60462,2020-01-01,IPCA peso mensal,1112003.Biscoito,0.59
60463,2020-01-01,IPCA peso mensal,1112015.Pão francês,1.24
60464,2020-01-01,IPCA peso mensal,1112017.Pão doce,-1.27
60465,2020-01-01,IPCA peso mensal,1112018.Pão de forma,-0.61
60466,2020-01-01,IPCA peso mensal,1112019.Bolo,0.71
60467,2020-01-01,IPCA peso mensal,1112025.Pão de queijo,1.46
60468,2020-01-01,IPCA peso mensal,1113.Óleos e gorduras,1.25
60469,2020-01-01,IPCA peso mensal,1113013.Óleo de soja,2.74
60470,2020-01-01,IPCA peso mensal,1113014.Azeite de oliva,-1.19
60471,2020-01-01,IPCA peso mensal,1113040.Margarina,-0.02
60472,2020-01-01,IPCA peso mensal,1114.Bebidas e infusões,0.12
60473,2020-01-01,IPCA peso mensal,1114001.Suco de frutas,0.74
60474,2020-01-01,IPCA peso mensal,1114003.Polpa de fruta (congelada),-0.62
60475,2020-01-01,IPCA peso mensal,1114004.Açaí (emulsão),13.37
60476,2020-01-01,IPCA peso mensal,1114022.Café moído,-0.23
60477,2020-01-01,IPCA peso mensal,1114023.Café solúvel,1.11
60478,2020-01-01,IPCA peso mensal,1114083.Refrigerante e água mineral,-0.57
60479,2020-01-01,IPCA peso mensal,1114084.Cerveja,-0.49
60480,2020-01-01,IPCA peso mensal,1114085.Outras bebidas alcoólicas,-0.18
60481,2020-01-01,IPCA peso mensal,1114087.Vinho,-0.27
60482,2020-01-01,IPCA peso mensal,1114090.Suco em pó,-0.63
60483,2020-01-01,IPCA peso mensal,1114091.Chá mate (erva mate),0.02
60484,2020-01-01,IPCA peso mensal,1115.Enlatados e conservas,1.35
60485,2020-01-01,IPCA peso mensal,1115013.Alimento infantil,2.6
60486,2020-01-01,IPCA peso mensal,1115016.Palmito em conserva,0.53
60487,2020-01-01,IPCA peso mensal,1115017.Pepino em conserva,-0.08
60488,2020-01-01,IPCA peso mensal,1115039.Sardinha em conserva,1.77
60489,2020-01-01,IPCA peso mensal,1115050.Salsicha em conserva,-1.46
60490,2020-01-01,IPCA peso mensal,1115056.Sopa desidratada,0.11
60491,2020-01-01,IPCA peso mensal,1115057.Azeitona,0.86
60492,2020-01-01,IPCA peso mensal,1115058.Milho-verde em conserva,3.31
60493,2020-01-01,IPCA peso mensal,1115075.Atum em conserva,0.0
60494,2020-01-01,IPCA peso mensal,1116.Sal e condimentos,0.59
60495,2020-01-01,IPCA peso mensal,1116001.Leite de coco,2.51
60496,2020-01-01,IPCA peso mensal,1116005.Atomatado,0.19
60497,2020-01-01,IPCA peso mensal,1116010.Alho,1.36
60498,2020-01-01,IPCA peso mensal,1116013.Sal,-0.04
60499,2020-01-01,IPCA peso mensal,1116022.Colorau,0.52
60500,2020-01-01,IPCA peso mensal,1116023.Caldo de tucupi,0.97
60501,2020-01-01,IPCA peso mensal,1116026.Fermento,-0.17
60502,2020-01-01,IPCA peso mensal,1116033.Maionese,0.78
60503,2020-01-01,IPCA peso mensal,1116041.Vinagre,0.5
60504,2020-01-01,IPCA peso mensal,1116048.Caldo concentrado,-0.57
60505,2020-01-01,IPCA peso mensal,1116071.Tempero misto,-0.1
60506,2020-01-01,IPCA peso mensal,12.Alimentação fora do domicílio,0.82
60507,2020-01-01,IPCA peso mensal,1201.Alimentação fora do domicílio,0.82
60508,2020-01-01,IPCA peso mensal,1201001.Refeição,1.05
60509,2020-01-01,IPCA peso mensal,1201003.Lanche,0.42
60510,2020-01-01,IPCA peso mensal,1201007.Refrigerante e água mineral,0.06
60511,2020-01-01,IPCA peso mensal,1201009.Cafezinho,-0.43
60512,2020-01-01,IPCA peso mensal,1201048.Cerveja,1.05
60513,2020-01-01,IPCA peso mensal,1201051.Outras bebidas alcoólicas,-0.12
60514,2020-01-01,IPCA peso mensal,1201052.Vinho,-2.04
60515,2020-01-01,IPCA peso mensal,1201061.Doces,0.47
60516,2020-01-01,IPCA peso mensal,1201088.Sorvete,-0.56
60517,2020-01-01,IPCA peso mensal,2.Habitação,0.55
60518,2020-01-01,IPCA peso mensal,21.Encargos e manutenção,0.68
60519,2020-01-01,IPCA peso mensal,2101.Aluguel e taxas,0.76
60520,2020-01-01,IPCA peso mensal,2101001.Aluguel residencial,0.61
60521,2020-01-01,IPCA peso mensal,2101002.Condomínio,1.39
60522,2020-01-01,IPCA peso mensal,2101004.Taxa de água e esgoto,0.3
60523,2020-01-01,IPCA peso mensal,2101012.Mudança,0.0
60524,2020-01-01,IPCA peso mensal,2103.Reparos,0.44
60525,2020-01-01,IPCA peso mensal,2103005.Ferragens,-0.33
60526,2020-01-01,IPCA peso mensal,2103008.Material de eletricidade,-0.52
60527,2020-01-01,IPCA peso mensal,2103012.Vidro,3.39
60528,2020-01-01,IPCA peso mensal,2103014.Tinta,0.44
60529,2020-01-01,IPCA peso mensal,2103032.Revestimento de piso e parede,1.13
60530,2020-01-01,IPCA peso mensal,2103038.Madeira e taco,-0.51
60531,2020-01-01,IPCA peso mensal,2103039.Cimento,1.36
60532,2020-01-01,IPCA peso mensal,2103040.Tijolo,1.29
60533,2020-01-01,IPCA peso mensal,2103041.Material hidráulico,1.17
60534,2020-01-01,IPCA peso mensal,2103042.Mão de obra,0.21
60535,2020-01-01,IPCA peso mensal,2103048.Areia,0.66
60536,2020-01-01,IPCA peso mensal,2103049.Pedras,-1.86
60537,2020-01-01,IPCA peso mensal,2103055.Telha,-0.49
60538,2020-01-01,IPCA peso mensal,2104.Artigos de limpeza,0.23
60539,2020-01-01,IPCA peso mensal,2104003.Saco para lixo,-0.91
60540,2020-01-01,IPCA peso mensal,2104005.Água sanitária,0.9
60541,2020-01-01,IPCA peso mensal,2104008.Detergente,-0.08
60542,2020-01-01,IPCA peso mensal,2104009.Sabão em pó,0.35
60543,2020-01-01,IPCA peso mensal,2104012.Desinfetante,-1.21
60544,2020-01-01,IPCA peso mensal,2104015.Sabão em barra,-0.02
60545,2020-01-01,IPCA peso mensal,2104016.Esponja de limpeza,-1.74
60546,2020-01-01,IPCA peso mensal,2104019.Sabão líquido,-2.42
60547,2020-01-01,IPCA peso mensal,2104020.Limpador multiuso,-1.39
60548,2020-01-01,IPCA peso mensal,2104041.Papel toalha,-1.93
60549,2020-01-01,IPCA peso mensal,2104085.Amaciante e alvejante,1.15
60550,2020-01-01,IPCA peso mensal,22.Combustíveis e energia,0.31
60551,2020-01-01,IPCA peso mensal,2201.Combustíveis (domésticos),0.84
60552,2020-01-01,IPCA peso mensal,2201003.Carvão vegetal,-1.13
60553,2020-01-01,IPCA peso mensal,2201004.Gás de botijão,0.87
60554,2020-01-01,IPCA peso mensal,2201005.Gás encanado,0.64
60555,2020-01-01,IPCA peso mensal,2202.Energia elétrica residencial,0.16
60556,2020-01-01,IPCA peso mensal,2202003.Energia elétrica residencial,0.16
60557,2020-01-01,IPCA peso mensal,3.Artigos de residência,-0.07
60558,2020-01-01,IPCA peso mensal,31.Móveis e utensílios,-0.19
60559,2020-01-01,IPCA peso mensal,3101.Mobiliário,-0.39
60560,2020-01-01,IPCA peso mensal,3101002.Móvel para sala,-1.24
60561,2020-01-01,IPCA peso mensal,3101003.Móvel para quarto,0.26
60562,2020-01-01,IPCA peso mensal,3101015.Móvel para copa e cozinha,-0.22
60563,2020-01-01,IPCA peso mensal,3101016.Móvel infantil,-1.84
60564,2020-01-01,IPCA peso mensal,3101017.Colchão,-0.84
60565,2020-01-01,IPCA peso mensal,3102.Utensílios e enfeites,0.28
60566,2020-01-01,IPCA peso mensal,3102001.Artigos de iluminação,0.08
60567,2020-01-01,IPCA peso mensal,3102005.Tapete,-0.62
60568,2020-01-01,IPCA peso mensal,3102006.Cortina,0.41
60569,2020-01-01,IPCA peso mensal,3102007.Utensílios de metal,0.82
60570,2020-01-01,IPCA peso mensal,3102009.Utensílios de vidro e louça,-0.4
60571,2020-01-01,IPCA peso mensal,3102010.Utensílios de plástico,-0.54
60572,2020-01-01,IPCA peso mensal,3102035.Flores naturais,-0.62
60573,2020-01-01,IPCA peso mensal,3102337.Utensílios para bebê,1.5
60574,2020-01-01,IPCA peso mensal,"3103.Cama, mesa e banho",-0.23
60575,2020-01-01,IPCA peso mensal,3103001.Roupa de cama,-0.21
60576,2020-01-01,IPCA peso mensal,3103003.Roupa de banho,-0.8
60577,2020-01-01,IPCA peso mensal,32.Aparelhos eletroeletrônicos,0.02
60578,2020-01-01,IPCA peso mensal,3201.Eletrodomésticos e equipamentos,-0.38
60579,2020-01-01,IPCA peso mensal,3201001.Refrigerador,-0.63
60580,2020-01-01,IPCA peso mensal,3201002.Ar-condicionado,-0.88
60581,2020-01-01,IPCA peso mensal,3201006.Máquina de lavar roupa,-1.44
60582,2020-01-01,IPCA peso mensal,3201013.Ventilador,0.26
60583,2020-01-01,IPCA peso mensal,3201021.Fogão,1.87
60584,2020-01-01,IPCA peso mensal,3201050.Chuveiro elétrico,0.64
60585,2020-01-01,IPCA peso mensal,"3202.Tv, som e informática",0.5
60586,2020-01-01,IPCA peso mensal,3202001.Televisor,1.35
60587,2020-01-01,IPCA peso mensal,3202003.Aparelho de som,-0.87
60588,2020-01-01,IPCA peso mensal,3202008.Videogame (console),2.33
60589,2020-01-01,IPCA peso mensal,3202028.Computador pessoal,-0.72
60590,2020-01-01,IPCA peso mensal,33.Consertos e manutenção,0.15
60591,2020-01-01,IPCA peso mensal,3301.Consertos e manutenção,0.15
60592,2020-01-01,IPCA peso mensal,3301002.Conserto de refrigerador,0.58
60593,2020-01-01,IPCA peso mensal,3301006.Conserto de televisor,-0.6
60594,2020-01-01,IPCA peso mensal,3301015.Conserto de máquina de lavar roupa,1.03
60595,2020-01-01,IPCA peso mensal,3301022.Reforma de estofado,-0.01
60596,2020-01-01,IPCA peso mensal,3301088.Conserto de aparelho celular,-0.07
60597,2020-01-01,IPCA peso mensal,3301130.Conserto de bicicleta,0.21
60598,2020-01-01,IPCA peso mensal,4.Vestuário,-0.48
60599,2020-01-01,IPCA peso mensal,41.Roupas,-0.64
60600,2020-01-01,IPCA peso mensal,4101.Roupa masculina,-0.36
60601,2020-01-01,IPCA peso mensal,4101002.Calça comprida masculina,0.8
60602,2020-01-01,IPCA peso mensal,4101005.Agasalho masculino,-1.38
60603,2020-01-01,IPCA peso mensal,4101006.Bermuda/short masculino,0.12
60604,2020-01-01,IPCA peso mensal,4101008.Cueca,-0.98
60605,2020-01-01,IPCA peso mensal,4101009.Camisa/camiseta masculina,-1.06
60606,2020-01-01,IPCA peso mensal,4102.Roupa feminina,-1.19
60607,2020-01-01,IPCA peso mensal,4102002.Calça comprida feminina,-2.13
60608,2020-01-01,IPCA peso mensal,4102003.Agasalho feminino,-1.07
60609,2020-01-01,IPCA peso mensal,4102004.Saia,-0.49
60610,2020-01-01,IPCA peso mensal,4102005.Vestido,-0.37
60611,2020-01-01,IPCA peso mensal,4102008.Blusa,-1.24
60612,2020-01-01,IPCA peso mensal,4102010.Lingerie,-0.82
60613,2020-01-01,IPCA peso mensal,4102013.Bermuda/short feminino,-0.67
60614,2020-01-01,IPCA peso mensal,4103.Roupa infantil,0.08
60615,2020-01-01,IPCA peso mensal,4103001.Uniforme escolar,1.58
60616,2020-01-01,IPCA peso mensal,4103002.Calça comprida infantil,-0.89
60617,2020-01-01,IPCA peso mensal,4103005.Agasalho infantil,-0.07
60618,2020-01-01,IPCA peso mensal,4103007.Vestido infantil,-0.69
60619,2020-01-01,IPCA peso mensal,4103008.Bermuda/short infantil,0.1
60620,2020-01-01,IPCA peso mensal,4103011.Camisa/camiseta infantil,0.05
60621,2020-01-01,IPCA peso mensal,4103031.Conjunto infantil,0.06
60622,2020-01-01,IPCA peso mensal,42.Calçados e acessórios,-0.26
60623,2020-01-01,IPCA peso mensal,4201.Calçados e acessórios,-0.26
60624,2020-01-01,IPCA peso mensal,4201002.Sapato masculino,-0.71
60625,2020-01-01,IPCA peso mensal,4201003.Sapato feminino,-0.48
60626,2020-01-01,IPCA peso mensal,4201004.Sapato infantil,-1.79
60627,2020-01-01,IPCA peso mensal,4201015.Bolsa,-0.06
60628,2020-01-01,IPCA peso mensal,4201040.Mochila,-0.96
60629,2020-01-01,IPCA peso mensal,4201063.Tênis,0.18
60630,2020-01-01,IPCA peso mensal,4201098.Sandália/chinelo,-0.41
60631,2020-01-01,IPCA peso mensal,43.Joias e bijuterias,0.69
60632,2020-01-01,IPCA peso mensal,4301.Joias e bijuterias,0.69
60633,2020-01-01,IPCA peso mensal,4301001.Bijuteria,0.38
60634,2020-01-01,IPCA peso mensal,4301002.Joia,1.4
60635,2020-01-01,IPCA peso mensal,4301004.Relógio de pulso,-1.06
60636,2020-01-01,IPCA peso mensal,44.Tecidos e armarinho,-0.18
60637,2020-01-01,IPCA peso mensal,4401.Tecidos e armarinho,-0.18
60638,2020-01-01,IPCA peso mensal,4401001.Tecido,-0.35
60639,2020-01-01,IPCA peso mensal,4401002.Artigos de armarinho,0.6
60640,2020-01-01,IPCA peso mensal,5.Transportes,0.32
60641,2020-01-01,IPCA peso mensal,51.Transportes,0.32
60642,2020-01-01,IPCA peso mensal,5101.Transporte público,-0.79
60643,2020-01-01,IPCA peso mensal,5101001.Ônibus urbano,0.78
60644,2020-01-01,IPCA peso mensal,5101002.Táxi,0.4
60645,2020-01-01,IPCA peso mensal,5101004.Trem,1.31
60646,2020-01-01,IPCA peso mensal,5101006.Ônibus intermunicipal,1.18
60647,2020-01-01,IPCA peso mensal,5101007.Ônibus interestadual,0.33
60648,2020-01-01,IPCA peso mensal,5101010.Passagem aérea,-6.75
60649,2020-01-01,IPCA peso mensal,5101011.Metrô,1.74
60650,2020-01-01,IPCA peso mensal,5101026.Transporte escolar,1.37
60651,2020-01-01,IPCA peso mensal,5101051.Transporte por aplicativo,-0.54
60652,2020-01-01,IPCA peso mensal,5101053.Integração transporte público,2.03
60653,2020-01-01,IPCA peso mensal,5102.Veículo próprio,0.24
60654,2020-01-01,IPCA peso mensal,5102001.Automóvel novo,0.58
60655,2020-01-01,IPCA peso mensal,5102004.Emplacamento e licença,0.3
60656,2020-01-01,IPCA peso mensal,5102005.Seguro voluntário de veículo,0.53
60657,2020-01-01,IPCA peso mensal,5102006.Multa,0.0
60658,2020-01-01,IPCA peso mensal,5102007.Óleo lubrificante,0.6
60659,2020-01-01,IPCA peso mensal,5102009.Acessórios e peças,-0.12
60660,2020-01-01,IPCA peso mensal,5102010.Pneu,0.73
60661,2020-01-01,IPCA peso mensal,5102011.Conserto de automóvel,0.05
60662,2020-01-01,IPCA peso mensal,5102013.Estacionamento,-1.03
60663,2020-01-01,IPCA peso mensal,5102015.Pedágio,0.1
60664,2020-01-01,IPCA peso mensal,5102020.Automóvel usado,-0.46
60665,2020-01-01,IPCA peso mensal,5102037.Pintura de veículo,0.23
60666,2020-01-01,IPCA peso mensal,5102051.Aluguel de veículo,-1.16
60667,2020-01-01,IPCA peso mensal,5102053.Motocicleta,0.79
60668,2020-01-01,IPCA peso mensal,5104.Combustíveis (veículos),1.08
60669,2020-01-01,IPCA peso mensal,5104001.Gasolina,0.89
60670,2020-01-01,IPCA peso mensal,5104002.Etanol,2.59
60671,2020-01-01,IPCA peso mensal,5104003.Óleo diesel,1.34
60672,2020-01-01,IPCA peso mensal,5104005.Gás veicular,0.26
60673,2020-01-01,IPCA peso mensal,6.Saúde e cuidados pessoais,-0.32
60674,2020-01-01,IPCA peso mensal,61.Produtos farmacêuticos e óticos,0.25
60675,2020-01-01,IPCA peso mensal,6101.Produtos farmacêuticos,0.33
60676,2020-01-01,IPCA peso mensal,6101001.Anti-infeccioso e antibiótico,0.48
60677,2020-01-01,IPCA peso mensal,6101002.Analgésico e antitérmico,-0.03
60678,2020-01-01,IPCA peso mensal,6101003.Anti-inflamatório e antirreumático,-0.29
60679,2020-01-01,IPCA peso mensal,6101004.Antigripal e antitussígeno,0.32
60680,2020-01-01,IPCA peso mensal,6101006.Dermatológico,0.61
60681,2020-01-01,IPCA peso mensal,6101007.Antialérgico e broncodilatador,0.2
60682,2020-01-01,IPCA peso mensal,6101009.Gastroprotetor,0.58
60683,2020-01-01,IPCA peso mensal,6101010.Vitamina e fortificante,1.31
60684,2020-01-01,IPCA peso mensal,6101011.Hormonal,0.15
60685,2020-01-01,IPCA peso mensal,6101013.Psicotrópico e anorexígeno,0.28
60686,2020-01-01,IPCA peso mensal,6101014.Hipotensor e hipocolesterolêmico,0.47
60687,2020-01-01,IPCA peso mensal,6101051.Oftalmológico,0.43
60688,2020-01-01,IPCA peso mensal,6101064.Antidiabético,0.58
60689,2020-01-01,IPCA peso mensal,6101148.Neurológico,-0.22
60690,2020-01-01,IPCA peso mensal,6102.Produtos óticos,-0.73
60691,2020-01-01,IPCA peso mensal,6102012.Óculos de grau,-0.73
60692,2020-01-01,IPCA peso mensal,62.Serviços de saúde,0.5
60693,2020-01-01,IPCA peso mensal,6201.Serviços médicos e dentários,0.22
60694,2020-01-01,IPCA peso mensal,6201002.Médico,-0.31
60695,2020-01-01,IPCA peso mensal,6201003.Dentista,0.78
60696,2020-01-01,IPCA peso mensal,6201005.Aparelho ortodôntico,0.72
60697,2020-01-01,IPCA peso mensal,6201007.Fisioterapeuta,3.29
60698,2020-01-01,IPCA peso mensal,6201010.Psicólogo,0.06
60699,2020-01-01,IPCA peso mensal,6202.Serviços laboratoriais e hospitalares,0.4
60700,2020-01-01,IPCA peso mensal,6202003.Exame de laboratório,0.4
60701,2020-01-01,IPCA peso mensal,6202004.Hospitalização e cirurgia,0.51
60702,2020-01-01,IPCA peso mensal,6202006.Exame de imagem,0.12
60703,2020-01-01,IPCA peso mensal,6203.Plano de saúde,0.6
60704,2020-01-01,IPCA peso mensal,6203001.Plano de saúde,0.6
60705,2020-01-01,IPCA peso mensal,63.Cuidados pessoais,-2.07
60706,2020-01-01,IPCA peso mensal,6301.Higiene pessoal,-2.07
60707,2020-01-01,IPCA peso mensal,6301001.Produto para cabelo,-0.23
60708,2020-01-01,IPCA peso mensal,6301002.Fralda descartável,0.67
60709,2020-01-01,IPCA peso mensal,6301004.Produto para barba,-0.72
60710,2020-01-01,IPCA peso mensal,6301006.Produto para pele,-6.51
